번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,소재지전화,도로명전체주소,도로명우편번호,사업장명,데이터갱신구분,좌표정보x(epsg5174),좌표정보y(epsg5174),업무구분명
5520,동물병원,02_03_01_P,3140000,3.14E+17,2007-02-12,,3,폐업,2,02-2643-0283,"서울특별시 양천구 목동서로 170 (목동,2층)",,닥터펫동물병원,I,188729.1905,447572.61,동물병원
5521,동물병원,02_03_01_P,3140000,3.14E+17,2007-10-10,,3,폐업,2,2642-7588,"서울특별시 양천구 목동로 161 (신정동, 덕수프라자)",8023,우리들 동물메디컬 센터,U,187991.2641,446750.9648,동물병원
5522,동물병원,02_03_01_P,3140000,3.14E+17,2007-12-03,,3,폐업,2,2645-7582,"서울특별시 양천구 목동동로 309 (목동,행복한세상백화점 지하2층)",,쿨펫동물병원,I,188977.1711,447466.355,동물병원
5523,동물병원,02_03_01_P,3110000,3.11E+17,2013-07-10,,3,폐업,2,02-6338-7142,서울특별시 은평구 서오릉로 91 (역촌동),3404,역촌동물병원,I,192961.4955,456191.7576,동물병원
5524,동물병원,02_03_01_P,3030000,3.03E+17,2015-12-14,,3,폐업,2,02-535-0975,"서울특별시 성동구 독서당로 434, 308호 (응봉동, 대림종합상가)",4741,해치동물병원,U,202869.7758,449963.0435,동물병원
5525,동물병원,02_03_01_P,3030000,3.03E+17,2003-01-24,,3,폐업,2,02-2299-0858,서울특별시 성동구 금호로 148-1 (금호동1가),,강아지나라동물병원,I,201745.9163,450231.8864,동물병원
5526,동물병원,02_03_01_P,3030000,3.03E+17,2003-01-24,,3,폐업,2,02-2297-3337,서울특별시 성동구 장터길 18 (금호동4가),,박종태종합동물병원,I,201505.9098,449548.8905,동물병원
5527,동물병원,02_03_01_P,3030000,3.03E+17,2003-01-24,,3,폐업,2,02-2291-8076,,,성동동물병원,I,202511.1429,450401.3037,동물병원
5528,동물병원,02_03_01_P,3030000,3.03E+17,2003-01-24,,3,폐업,2,02-408-0135,,,퍼스트펫동물병원,I,,,동물병원
5529,동물병원,02_03_01_P,3030000,3.03E+17,2003-01-24,,3,폐업,2,02-2299-7582,"서울특별시 성동구 독서당로 206 (옥수동,2층)",,생명사랑동물병원,I,201144.8106,448999.16,동물병원
5530,동물병원,02_03_01_P,3030000,3.03E+17,2003-04-15,,3,폐업,2,2233-1848,서울특별시 성동구 금호산길 63-1 (금호동2가),,강아지나라동물병원,I,201638.2774,450192.3789,동물병원
5531,동물병원,02_03_01_P,3030000,3.03E+17,2003-04-15,,3,폐업,2,02-463-9690,서울특별시 성동구 왕십리로 100 (성수동1가),4778,성수동물병원,U,203896.7732,449356.6126,동물병원
5532,동물병원,02_03_01_P,3030000,3.03E+17,2003-05-31,,3,폐업,2,,,,한사랑동물병원,I,,,동물병원
5533,동물병원,02_03_01_P,3110000,3.11E+17,2012-07-04,,3,폐업,2,02-358-1591,"서울특별시 은평구 연서로29길 24, 지, 2층 (갈현동, 정운빌딩)",3330,도그원 동물의료센터,U,192667.438,457480.9901,동물병원
5534,동물병원,02_03_01_P,3110000,3.11E+17,2013-06-27,,3,폐업,2,02-355-8575,서울특별시 은평구 진흥로 17 (역촌동),3409,튼튼동물병원,I,192636.2232,455316.4285,동물병원
5535,동물병원,02_03_01_P,3210000,3.21E+17,2003-09-06,,3,폐업,2,540-4911,,,펫스테이션 클리닉센터,I,198791.788,444392.6725,동물병원
5536,동물병원,02_03_01_P,3210000,3.21E+17,2003-10-17,,3,폐업,2,,,,두코동물병원,I,,,동물병원
5537,동물병원,02_03_01_P,3210000,3.21E+17,2009-06-17,,3,폐업,2,537-0684,"서울특별시 서초구 사평대로 80 (반포동,카리스빌딩 1,2층)",,한국스템셀동물메디컬센터,I,199352.418,443982.0995,동물병원
5538,동물병원,02_03_01_P,3010000,3.01E+17,2004-05-14,,3,폐업,2,2237-7533,"서울특별시 중구 동호로 204, 청화빌딩 1층 (신당동)",4607,차지우동물병원,U,200809.9146,450438.3089,동물병원
5539,동물병원,02_03_01_P,3010000,3.01E+17,2005-03-03,,3,폐업,2,2235-1533,,,행복한둥지동물병원,I,,,동물병원
5540,동물병원,02_03_01_P,3060000,3.06E+17,2002-12-03,,3,폐업,2,2208-7533,서울특별시 중랑구 망우로 247 (중화동),,로얄메디컬센터,I,206997.2706,454794.0432,동물병원
5541,동물병원,02_03_01_P,3060000,3.06E+17,2003-02-04,,3,폐업,2,,,,세진종합동물병원,I,,,동물병원
5542,동물병원,02_03_01_P,3060000,3.06E+17,2003-09-26,,3,폐업,2,3421-4242,,,비비펫동물병원,I,,,동물병원
5543,동물병원,02_03_01_P,3030000,3.03E+17,2014-11-27,,3,폐업,2,02-2295-0975,"서울특별시 성동구 마장로 137, 221동 134호 (상왕십리동, 텐즈힐몰)",4700,텐즈힐링동물병원,U,202113.8696,451897.5819,동물병원
5544,동물병원,02_03_01_P,3030000,3.03E+17,2015-01-05,,3,폐업,2,02-2299-8575,"서울특별시 성동구 왕십리로 340, 1층 (도선동)",4707,SL동물병원,U,202795.5842,451229.6456,동물병원
5545,동물병원,02_03_01_P,3030000,3.03E+17,2015-10-01,,3,폐업,2,2282-3653,서울특별시 성동구 독서당로 328 (금호동4가),4737,펫365동물병원,U,202164.8202,449516.5209,동물병원
5546,동물병원,02_03_01_P,3140000,3.14E+17,2001-04-04,,3,폐업,2,2643-8204,서울특별시 양천구 중앙로 230 (신정동),,바우동물병원,I,187079.3751,446116.6293,동물병원
5547,동물병원,02_03_01_P,3140000,3.14E+17,2001-06-19,,3,폐업,2,2642-7582,,,황경택동물병원,I,,,동물병원
5548,동물병원,02_03_01_P,3030000,3.03E+17,2011-06-29,,3,폐업,2,02-2281-0049,서울특별시 성동구 금호로 82-1 (금호동1가),,금호동물병원,I,202220.6091,449831.1961,동물병원
5549,동물병원,02_03_01_P,3030000,3.03E+17,2012-02-06,,3,폐업,2,02-466-2475,서울특별시 성동구 뚝섬로 386 (성수동2가),4775,서울숲동물병원,U,204634.7165,448539.5052,동물병원
5550,동물병원,02_03_01_P,3110000,3.11E+17,2016-05-09,,3,폐업,2,02-355-8575,서울특별시 은평구 진흥로 17 (역촌동),3409,튼튼동물병원,I,192636.2232,455316.4285,동물병원
5551,동물병원,02_03_01_P,3110000,3.11E+17,2003-11-14,,3,폐업,2,356-7547,"서울특별시 은평구 연서로 72, 1층 101호 (역촌동)",3402,우신동물병원,U,192487.6192,455919.3698,동물병원
5552,동물병원,02_03_01_P,3110000,3.11E+17,2004-02-13,,3,폐업,2,387-0075,,,패미원동물병원,I,193162.6276,457121.5993,동물병원
5553,동물병원,02_03_01_P,3110000,3.11E+17,2004-02-18,,3,폐업,2,359-4975,,,에이스동물병원,I,,,동물병원
5554,동물병원,02_03_01_P,3110000,3.11E+17,2004-05-14,,3,폐업,2,02-352-6328,,,해오름동물병원,I,193394.3931,455415.6026,동물병원
5555,동물병원,02_03_01_P,3110000,3.11E+17,2004-10-25,,3,폐업,2,354-5633,,,예스플러스 동물병원,I,193917.7959,456163.764,동물병원
5556,동물병원,02_03_01_P,3010000,3.01E+17,1975-09-30,,3,폐업,2,2238-6306,서울특별시 중구 다산로 145-1 (신당동),,문화동물병원,I,200951.4425,450512.1233,동물병원
5557,동물병원,02_03_01_P,3210000,3.21E+17,2003-02-26,,3,폐업,2,523-8275,"서울특별시 서초구 서초중앙로 99 (서초동,1층)",,24시열린동물병원,I,201163.9567,443156.554,동물병원
5558,동물병원,02_03_01_P,3210000,3.21E+17,2003-05-02,,3,폐업,2,3445-5101,"서울특별시 서초구 신반포로47길 18-6 (잠원동,1층)",,한국수의과학연구소부설동물병원,I,201678.8877,445477.6376,동물병원
5559,동물병원,02_03_01_P,3140000,3.14E+17,1996-01-28,,3,폐업,2,2651-1855,서울특별시 양천구 목동중앙본로 113 (목동),,대현동물병원,I,188540.1745,449290.7331,동물병원
5560,동물병원,02_03_01_P,3140000,3.14E+17,1997-01-10,,3,폐업,2,654-7345,,,애완동물병원,I,,,동물병원
5561,동물병원,02_03_01_P,3110000,3.11E+17,2004-11-04,,3,폐업,2,358-7566,,,은평동물병원(은평본원),I,193059.5369,456143.2369,동물병원
5562,동물병원,02_03_01_P,3110000,3.11E+17,2005-03-03,,3,폐업,2,386-2075,"서울특별시 은평구 연서로 252 (불광동, 세종빌딩)",3350,연신내 동물병원,I,193119.7183,457463.9145,동물병원
5563,동물병원,02_03_01_P,3110000,3.11E+17,2005-03-29,,3,폐업,2,355-8575,,,튼튼동물병원,I,192645.2848,455342.5109,동물병원
5564,동물병원,02_03_01_P,3110000,3.11E+17,2005-07-07,,3,폐업,2,307-7502,,,멍이맘동물병원,I,,,동물병원
5565,동물병원,02_03_01_P,3110000,3.11E+17,2007-02-01,,3,폐업,2,386-2075,서울특별시 은평구 연서로 260 (불광동),3350,연신내동물병원,I,193204.523,457521.5302,동물병원
5566,동물병원,02_03_01_P,3140000,3.14E+17,2001-08-10,,3,폐업,2,,"서울특별시 양천구 목동서로 57 (목동,현대파리지앙 121호)",,목동동물병원,I,189311.0225,448276.1425,동물병원
5567,동물병원,02_03_01_P,3140000,3.14E+17,2001-12-20,,3,폐업,2,2652-5475,서울특별시 양천구 신목로 78 (신정동),,슈슈애견동물병원,I,188813.8095,446610.6321,동물병원
5568,동물병원,02_03_01_P,3140000,3.14E+17,2002-05-02,,3,폐업,2,2643-0283,"서울특별시 양천구 목동서로 170 (목동,한국까르프 1층)",,닥터펫 동물병원,I,188729.1905,447572.61,동물병원
5569,동물병원,02_03_01_P,3210000,3.21E+17,2012-03-26,,3,폐업,2,02-577-6125,"서울특별시 서초구 매헌로 16, 지1층 (양재동, 이마트 양재점)",6771,이리온 for 몰리스,I,203204.7556,440136.7812,동물병원
5570,동물병원,02_03_01_P,3210000,3.21E+17,2003-06-19,,3,폐업,2,3474-1045,,,잠원동물병원,I,,,동물병원
5571,동물병원,02_03_01_P,3140000,3.14E+17,1997-10-29,,3,폐업,2,2644-8275,서울특별시 양천구 목동동로8길 7 (신정동),,이솝동물병원,U,188492.5628,446209.4436,동물병원
5572,동물병원,02_03_01_P,3140000,3.14E+17,1998-05-16,,3,폐업,2,2645-7588,"서울특별시 양천구 목동서로 35 (목동,목동프라자 105)",,가나동물병원,I,189512.0451,448382.5598,동물병원
5573,동물병원,02_03_01_P,3140000,3.14E+17,1999-03-09,,3,폐업,2,2644-8254,"서울특별시 양천구 목동중앙본로 10 (목동,극동상가 103)",,나우동물종합병원,U,188567.944,448483.6229,동물병원
5574,동물병원,02_03_01_P,3140000,3.14E+17,2009-09-16,,3,폐업,2,02-2643-0283,,,닥터펫 동물병원,I,188729.1905,447572.61,동물병원
5575,동물병원,02_03_01_P,3140000,3.14E+17,2011-02-16,,3,폐업,2,2643-0283,,,닥터펫동물병원,I,,,동물병원
5576,동물병원,02_03_01_P,3140000,3.14E+17,2011-05-02,,3,폐업,2,2643-0283,"서울특별시 양천구 목동서로 170, 홈플러스목동점 (목동)",7992,닥터펫동물병원,U,188729.1905,447572.61,동물병원
5577,동물병원,02_03_01_P,3140000,3.14E+17,2004-06-30,,3,폐업,2,2655-2258,서울특별시 양천구 공항대로 636 (목동),,행복한 동물병원,I,188918.5354,449389.2086,동물병원
5578,동물병원,02_03_01_P,3140000,3.14E+17,2004-08-02,,3,폐업,2,2643-0283,,,덕터펫 동물병원,I,,,동물병원
5579,동물병원,02_03_01_P,3110000,3.11E+17,2011-04-05,,3,폐업,2,387-7582,서울특별시 은평구 서오릉로 94 (대조동),3392,사랑이가득한동물병원,I,193019.4034,456302.9288,동물병원
5580,동물병원,02_03_01_P,3110000,3.11E+17,2011-07-19,,3,폐업,2,385-8275,서울특별시 은평구 진관3로 70 (진관동),3302,뉴타운동물병원,I,193103.4271,459986.856,동물병원
5581,동물병원,02_03_01_P,3110000,3.11E+17,2011-09-15,,3,폐업,2,356-3375,서울특별시 은평구 은평로 111 (응암동),3461,쿨펫동물병원 은평점,I,192882.8377,455340.5406,동물병원
5582,동물병원,02_03_01_P,3110000,3.11E+17,2011-11-03,,3,폐업,2,350-7272,서울특별시 은평구 불광로 20 (대조동),3397,쿨펫 동물병원,I,193661.7324,456379.1939,동물병원
5583,동물병원,02_03_01_P,3140000,3.14E+17,2011-06-07,,3,폐업,2,2645-7611,"서울특별시 양천구 목동서로 387 (신정동,세림프라자 106호)",,하나동물병원,I,187646.6298,445993.3326,동물병원
5584,동물병원,02_03_01_P,3140000,3.14E+17,2003-02-19,,3,폐업,2,2694-9550,서울특별시 양천구 월정로 137 (신월동),,다정종합동물병원,I,185562.9519,447671.8358,동물병원
5585,동물병원,02_03_01_P,3140000,3.14E+17,2003-04-14,,3,폐업,2,2690-5673,서울특별시 양천구 월정로 46 (신월동),,햇살동물병원,I,185992.295,446855.11,동물병원
5586,동물병원,02_03_01_P,3140000,3.14E+17,2003-04-15,,3,폐업,2,2643-8204,서울특별시 양천구 중앙로 230 (신정동),8091,바우동물병원,I,187079.3751,446116.6293,동물병원
5587,동물병원,02_03_01_P,3140000,3.14E+17,2003-04-22,,3,폐업,2,,,,닥터펫 동물병원,I,,,동물병원
5588,동물병원,02_03_01_P,3140000,3.14E+17,2003-07-18,,3,폐업,2,,,,닥터펫동물병원,I,,,동물병원
5589,동물병원,02_03_01_P,3140000,3.14E+17,2003-08-14,,3,폐업,2,,"서울특별시 양천구 신정로 312 (신정동,뉴목동프라자 113호)",,하릅강아지 동물병원,I,187158.467,445678.0763,동물병원
5590,동물병원,02_03_01_P,3030000,3.03E+17,2018-03-30,,3,폐업,2,02-2039-7572,"서울특별시 성동구 왕십리로 410 (하왕십리동, 센트라스)",4701,다온동물병원,U,202372.912,451536.6809,동물병원
5591,동물병원,02_03_01_P,3210000,3.21E+17,2004-02-07,,3,폐업,2,3473-6943,"서울특별시 서초구 효령로53길 45 (서초동,이오빌1505호)",,닥터캣연구원 동물병원,I,201070.3744,442706.8519,동물병원
5592,동물병원,02_03_01_P,3210000,3.21E+17,2004-03-03,,3,폐업,2,3444-7828,"서울특별시 서초구 사평대로53길 27 (반포동,1층)",,두코동물병원,I,201818.9432,444803.9335,동물병원
5593,동물병원,02_03_01_P,3210000,3.21E+17,2002-09-23,,3,폐업,2,532-4777,,,My Friends 동물병원,I,198944.4057,444365.9279,동물병원
5594,동물병원,02_03_01_P,3210000,3.21E+17,2003-01-06,,3,폐업,2,3447-1357,"서울특별시 서초구 신반포로 330 (반포동,1층)",,STAR 동물종합병원,I,201682.0848,445350.6569,동물병원
5595,동물병원,02_03_01_P,3210000,3.21E+17,2012-07-27,,3,폐업,2,595-6224,"서울특별시 서초구 서초대로 3-4, 지하1층 111호 (방배동, 방배디오슈페리움1)",6568,야셀동물병원,I,198432.3542,442643.1639,동물병원
5596,동물병원,02_03_01_P,3210000,3.21E+17,2012-08-01,,3,폐업,2,577-6125,서울특별시 서초구 매헌로 16 (양재동),6771,이리온 for 몰리스,I,203204.7556,440136.7812,동물병원
5597,동물병원,02_03_01_P,3030000,3.03E+17,2020-10-24,,3,폐업,2,02-2299-4696,"서울특별시 성동구 행당로1길 23, 1층 (금호동1가)",4721,신당햇살동물병원,U,202087.9338,450566.86,동물병원
5598,동물병원,02_03_01_P,3210000,3.21E+17,2003-08-13,,3,폐업,2,,,,(주)펫프렌즈 반포동물병원,I,198944.4057,444365.9279,동물병원
5599,동물병원,02_03_01_P,3210000,3.21E+17,1998-10-22,,3,폐업,2,587-7582,,,서울동물병원,I,,,동물병원
5600,동물병원,02_03_01_P,3210000,3.21E+17,1999-07-01,,3,폐업,2,533-2929,"서울특별시 서초구 도구로 115-1 (방배동,1층)",,에덴동물병원,I,198672.8651,442735.6355,동물병원
5601,동물병원,02_03_01_P,3030000,3.03E+17,2014-09-01,,3,폐업,2,02-3394-7530,서울특별시 성동구 천호대로 288 (용답동),4804,24시LC동물의료센터,U,204590.4765,451570.3442,동물병원
5602,동물병원,02_03_01_P,3140000,3.14E+17,2017-03-02,,3,폐업,2,02-2645-7611,"서울특별시 양천구 목동서로 387, 세림프라자 106호 (신정동)",8093,하나동물병원,U,187646.6298,445993.3326,동물병원
5603,동물병원,02_03_01_P,3210000,3.21E+17,2010-10-25,,3,폐업,2,3474-7582,,,넥스펫동물병원,I,,,동물병원
5604,동물병원,02_03_01_P,3210000,3.21E+17,2011-07-26,,3,폐업,2,543-1945,,,해치동물병원,I,201930.0149,443904.4617,동물병원
5605,동물병원,02_03_01_P,3210000,3.21E+17,2004-01-15,,3,폐업,2,,,,21세기동물병원,I,,,동물병원
5606,동물병원,02_03_01_P,3120000,3.12E+17,2003-11-20,,3,폐업,2,303-0604,,,예일동물병원,I,,,동물병원
5607,동물병원,02_03_01_P,3120000,3.12E+17,2004-02-18,,3,폐업,2,373-1020,,,모래내동물병원,I,,,동물병원
5608,동물병원,02_03_01_P,3120000,3.12E+17,2004-03-15,,3,폐업,2,736-5834,,,러브펫 동물병원,I,,,동물병원
5609,동물병원,02_03_01_P,3120000,3.12E+17,2004-04-09,,3,폐업,2,362-4836,"서울특별시 서대문구 북아현로 40, 110호 (북아현동,경남아파트상가)",,세란동물병원,I,196074.8011,450962.9123,동물병원
5610,동물병원,02_03_01_P,3120000,3.12E+17,2004-10-12,,3,폐업,2,373-1020,,,모래내동물병원,I,,,동물병원
5611,동물병원,02_03_01_P,3210000,3.21E+17,1999-12-28,,3,폐업,2,3473-7582,"서울특별시 서초구 사임당로 99 (서초동,1층)",,우리들의동물병원,I,201751.0006,443127.82,동물병원
5612,동물병원,02_03_01_P,3140000,3.14E+17,2015-02-02,,3,폐업,2,2604-0156,"서울특별시 양천구 목동로 231, 1,2층 (신정동)",7937,홍익동물병원,I,187866.52,447451.5957,동물병원
5613,동물병원,02_03_01_P,3140000,3.14E+17,2015-12-03,,3,폐업,2,2650-8275,"서울특별시 양천구 목동서로 349, 104호 (신정동, 센트럴프라자)",8095,공원옆동물병원,U,188039.5434,446149.1972,동물병원
5614,동물병원,02_03_01_P,3140000,3.14E+17,2016-10-25,,3,폐업,2,02-2604-0156,"서울특별시 양천구 오목로 280, 1층 (목동)",8003,리베동물메디컬센터,U,188281.8815,446999.7215,동물병원
5615,동물병원,02_03_01_P,3210000,3.21E+17,2016-09-12,,3,폐업,2,02-588-7511,"서울특별시 서초구 서초중앙로 72, 영빌딩 1층 105호,  층 2층 205호 (서초동)",6640,서초M동물의료센터,U,201247.7153,442893.4214,동물병원
5616,동물병원,02_03_01_P,3210000,3.21E+17,2016-10-06,,3,폐업,2,02-3474-7582,"서울특별시 서초구 효령로 347, 서광빌딩 101호 (서초동)",6643,다스림 양한방 동물병원,U,201876.1475,442741.652,동물병원
5617,동물병원,02_03_01_P,3210000,3.21E+17,2017-12-08,,3,폐업,2,02-3472-1188,"서울특별시 서초구 방배천로8길 34, 1층 (방배동)",6691,이삭동물병원,U,198549.7778,442025.6196,동물병원
5618,동물병원,02_03_01_P,3210000,3.21E+17,2005-01-28,,3,폐업,2,3478-1045,,,잠원동물병원,I,201024.4814,445492.3342,동물병원
5619,동물병원,02_03_01_P,3210000,3.21E+17,2005-09-01,,3,폐업,2,02-532-4777,,,반포동물병원,I,198947.7607,444354.7969,동물병원
5620,동물병원,02_03_01_P,3030000,3.03E+17,2009-03-09,,3,폐업,2,2200-1510,,,쿨펫동물병원,I,203292.1518,451267.731,동물병원
5621,동물병원,02_03_01_P,3110000,3.11E+17,2007-12-17,,3,폐업,2,355-8575,서울특별시 은평구 진흥로 17 (역촌동),3409,튼튼동물병원,I,192636.2232,455316.4285,동물병원
5622,동물병원,02_03_01_P,3110000,3.11E+17,2008-03-31,,3,폐업,2,376-7584,,,허브종합동물병원,I,,,동물병원
5623,동물병원,02_03_01_P,3110000,3.11E+17,2008-08-13,,3,폐업,2,384-7775,,,드림펫동물병원,I,,,동물병원
5624,동물병원,02_03_01_P,3110000,3.11E+17,2008-11-26,,3,폐업,2,307-7502,서울특별시 은평구 증산서길 132 (증산동),3497,이강신동물병원,I,192058.6088,453808.9231,동물병원
5625,동물병원,02_03_01_P,3140000,3.14E+17,2002-05-11,,3,폐업,2,2601-8275,서울특별시 양천구 중앙로 291 (신월동),,애니케어동물병원,U,186815.2456,446670.5125,동물병원
5626,동물병원,02_03_01_P,3140000,3.14E+17,2002-06-07,,3,폐업,2,2648-7997,서울특별시 양천구 오목로 318 (목동),,메디펫종합 동물병원,I,188670.2674,446940.3528,동물병원
5627,동물병원,02_03_01_P,3140000,3.14E+17,2002-12-13,,3,폐업,2,2645-7611,"서울특별시 양천구 목동서로 387 (신정동,세림프라자 106호)",,하나 동물병원,I,187646.6298,445993.3326,동물병원
5628,동물병원,02_03_01_P,3140000,3.14E+17,2003-02-19,,3,폐업,2,2642-5994,서울특별시 양천구 신목로 59 (신정동),,이지동물병원,I,188685.9782,446512.724,동물병원
5629,동물병원,02_03_01_P,3210000,3.21E+17,2017-12-18,,3,폐업,2,02-537-7412,"서울특별시 서초구 신반포로 143, 경남쇼핑센터 1층 8호 (반포동)",6506,신세계동물병원,I,199848.4094,444956.3497,동물병원
5630,동물병원,02_03_01_P,3110000,3.11E+17,2015-07-07,,3,폐업,2,02-355-8575,"서울특별시 은평구 진흥로 17, 1층 (역촌동)",3409,튼튼동물병원,I,192636.2232,455316.4285,동물병원
5631,동물병원,02_03_01_P,3110000,3.11E+17,2015-09-16,,3,폐업,2,02-355-8575,"서울특별시 은평구 진흥로 17, 1층 (역촌동)",3409,튼튼동물병원,I,192636.2232,455316.4285,동물병원
5632,동물병원,02_03_01_P,3110000,3.11E+17,2009-01-30,,3,폐업,2,382-7511,,,한빛동물병원,I,193651.2027,460623.3708,동물병원
5633,동물병원,02_03_01_P,3030000,3.03E+17,2013-04-01,,3,폐업,2,02-2282-3653,서울특별시 성동구 독서당로 328 (금호동4가),4737,펫 365 동물병원,I,202164.8202,449516.5209,동물병원
5634,동물병원,02_03_01_P,3010000,3.01E+17,2013-09-25,,3,폐업,2,070-8868-7585,"서울특별시 중구 청계천로 400, 지하2층 (황학동, 롯데캐슬베네치아)",4572,웰니스 클리닉(청계천점),U,201823.909,452076.8187,동물병원
5635,동물병원,02_03_01_P,3210000,3.21E+17,2002-04-02,,3,폐업,2,583-7582,"서울특별시 서초구 강남대로 196 (양재동,구민빌딩 2층)",,(주)아크리스동물병원,I,203226.5069,442196.2536,동물병원
5636,동물병원,02_03_01_P,3210000,3.21E+17,1984-01-09,,3,폐업,2,593-8238,서울특별시 서초구 방배로 232 (방배동),6584,이성환동물병원,I,199054.8579,443527.102,동물병원
5637,동물병원,02_03_01_P,3210000,3.21E+17,1992-04-21,,3,폐업,2,579-1932,서울특별시 서초구 바우뫼로 179 (양재동),,이강남동물병원,I,203431.8939,441830.8518,동물병원
5638,동물병원,02_03_01_P,3110000,3.11E+17,2009-04-02,,3,폐업,2,350-7272,,,쿨펫동물병원,I,193661.7324,456379.1939,동물병원
5639,동물병원,02_03_01_P,3110000,3.11E+17,2009-10-16,,3,폐업,2,354-5633,서울특별시 은평구 통일로 691 (녹번동),3375,예스동물병원,U,193917.7959,456163.764,동물병원
5640,동물병원,02_03_01_P,3110000,3.11E+17,2009-11-26,,3,폐업,2,356-3375,,,펫프렌즈동물병원 은평,I,,,동물병원
5641,동물병원,02_03_01_P,3110000,3.11E+17,2010-05-18,,3,폐업,2,356-9725,서울특별시 은평구 진관2로 57-7 (진관동),3306,구파발동물병원,I,193202.9119,459204.6494,동물병원
5642,동물병원,02_03_01_P,3210000,3.21E+17,2018-04-09,,3,폐업,2,583-7580,"서울특별시 서초구 서초대로15길 8-10, 동오빌딩 1층 (방배동)",6571,HELP 유기동물 의료센터,U,199106.0722,442774.2536,동물병원
5643,동물병원,02_03_01_P,3210000,3.21E+17,2018-04-24,,3,폐업,2,02-575-0750,"서울특별시 서초구 태봉로 62, 네이처프라자 203호 (우면동)",6764,햇살아래 동물병원,U,202144.0753,440208.8439,동물병원
5644,동물병원,02_03_01_P,3210000,3.21E+17,2004-05-28,,3,폐업,2,02-583-7545,"서울특별시 서초구 효령로49길 52 (서초동,지상1층)",,엔터펫동물병원,I,200777.6183,442708.076,동물병원
5645,동물병원,02_03_01_P,3210000,3.21E+17,2004-10-07,,3,폐업,2,3442-1613,"서울특별시 서초구 강남대로83길 23 (반포동,지상1층)",,21세기동물병원,I,201901.8974,444866.4902,동물병원
5646,동물병원,02_03_01_P,3210000,3.21E+17,2004-12-02,,3,폐업,2,596-1175,"서울특별시 서초구 서초대로 325 (서초동,지상1층)",,예스동물병원,I,201436.6463,443641.2975,동물병원
5647,동물병원,02_03_01_P,3060000,3.06E+17,2011-03-30,,3,폐업,2,492-0077,"서울특별시 중랑구 신내로 45, 103호 (신내동)",,왈츠동물병원,U,208361.517,455654.1547,동물병원
5648,동물병원,02_03_01_P,3060000,3.06E+17,2014-11-07,,3,폐업,2,3421-9075,"서울특별시 중랑구 신내로 201, 2층 (신내동, 홈플러스)",2024,도그플러스 동물병원,U,208208.7867,457054.7937,동물병원
5649,동물병원,02_03_01_P,3210000,3.21E+17,2006-09-15,,3,폐업,2,3477-7578,,,쿨펫동물병원,I,,,동물병원
5650,동물병원,02_03_01_P,3210000,3.21E+17,2007-07-13,,3,폐업,2,595-8875,"서울특별시 서초구 방배로 269, 109호 (방배동, 삼호상가)",6553,한나동물병원,I,198845.6578,443825.9651,동물병원
5651,동물병원,02_03_01_P,3030000,3.03E+17,2013-04-15,,3,폐업,2,02-2299-4696,서울특별시 성동구 행당로1길 23 (금호동1가),4721,신당햇살동물병원,I,202087.9338,450566.86,동물병원
5652,동물병원,02_03_01_P,3030000,3.03E+17,2013-09-25,,3,폐업,2,02-467-5656,서울특별시 성동구 아차산로 75 (성수동2가),4793,성동동물종합병원,U,204604.305,449284.2881,동물병원
5653,동물병원,02_03_01_P,3210000,3.21E+17,2002-06-19,,3,폐업,2,592-3012,"서울특별시 서초구 방배로 269 (방배동,삼호상가 109호)",,삼호동물병원,I,198845.6578,443825.9651,동물병원
5654,동물병원,02_03_01_P,3210000,3.21E+17,2002-07-03,,3,폐업,2,,"서울특별시 서초구 강남대로83길 23 (반포동,지상1층)",,21세기동물병원,I,201901.8974,444866.4902,동물병원
5655,동물병원,02_03_01_P,3030000,3.03E+17,2013-09-25,,3,폐업,2,02-467-5656,서울특별시 성동구 아차산로 75 (성수동2가),4793,성동제일동물병원,I,204604.305,449284.2881,동물병원
5656,동물병원,02_03_01_P,3140000,3.14E+17,2014-01-14,,3,폐업,2,2604-0156,서울특별시 양천구 목동로 231 (신정동),7937,리베동물의료센터,I,187866.52,447451.5957,동물병원
5657,동물병원,02_03_01_P,3210000,3.21E+17,2014-09-19,,3,폐업,2,2201-7502,서울특별시 서초구 사평대로 68 (반포동),6575,치료멍멍 동물의료센터,I,199229.7685,443975.0028,동물병원
5658,동물병원,02_03_01_P,3110000,3.11E+17,1995-11-18,,3,폐업,2,358-7582,서울특별시 은평구 연서로 162 (대조동),3388,연서동물병원,I,192679.1592,456765.9502,동물병원
5659,동물병원,02_03_01_P,3210000,3.21E+17,2008-03-20,,3,폐업,2,523-7582,"서울특별시 서초구 서초중앙로 99 (서초동,1층)",,열린동물병원,I,201163.9567,443156.554,동물병원
5660,동물병원,02_03_01_P,3210000,3.21E+17,2008-04-22,,3,폐업,2,533-7582,,,주아동물병원,I,199125.3233,444563.0986,동물병원
5661,동물병원,02_03_01_P,3210000,3.21E+17,2002-08-26,,3,폐업,2,594-2631,"서울특별시 서초구 고무래로 10-7 (반포동,장성빌딩 1층)",,엔터펫동물병원,I,200759.6983,444575.5512,동물병원
5662,동물병원,02_03_01_P,3210000,3.21E+17,2002-08-30,,3,폐업,2,585-0087,,,동원동물병원,I,,,동물병원
